,0,1,2
0,1900-01-01 19:45:00,1900-01-01 20:00:00,925
0,1900-01-01 20:00:00,1900-01-01 20:15:00,911
0,1900-01-01 20:15:00,1900-01-01 20:30:00,818
0,1900-01-01 20:30:00,1900-01-01 20:45:00,1034
0,1900-01-01 20:45:00,1900-01-01 21:00:00,993
0,1900-01-01 21:00:00,1900-01-01 21:15:00,848
0,1900-01-01 21:15:00,1900-01-01 21:30:00,732
0,1900-01-01 21:30:00,1900-01-01 21:45:00,644
0,1900-01-01 21:45:00,1900-01-01 22:00:00,677
0,1900-01-01 22:00:00,1900-01-01 22:15:00,862
0,1900-01-01 22:15:00,1900-01-01 22:30:00,1124
0,1900-01-01 22:30:00,1900-01-01 22:45:00,483
0,1900-01-01 22:45:00,1900-01-01 23:00:00,345
0,1900-01-01 23:00:00,1900-01-01 23:15:00,439
0,1900-01-01 23:15:00,1900-01-01 23:30:00,385
0,1900-01-01 23:30:00,1900-01-01 23:45:00,301
0,1900-01-01 23:45:00,1900-01-02 00:00:00,318
